Review Text,Username,Rating
Ada kendala dalam transfer cs link aja nyuruh kirim bukti transaksi tapi pas mau kirim foto bukti transaksi malah eror gak bisa Aplikasinya malah nutup sendiri,potatoo gaming,1
Jelek banget ferevikasinya lama banget satu minggu blom selesai,Benny Chanel,1
Cukup membantu,Syarifuddin Syarifuddin,5
Konga bisa di buka,Ophy Bunga,1
Baru coba,"Surianto,S.E Yelles Suatan",4
Bangsa sangat mengecewakan susah banget untuk chat agen link tidak berbobot aplikasi ini,Eduard Elmansius Zebua,1
susah banget mau narik uang atau transfer padahal udah upgrade ke full service dan udah hari masih di proses,Nandar Nurjaman,1
Transaksi dibilang sukses ternyata gagal Mau lapor tapi yang ada malah BOT gak jelas live chat ga membantu sama sekali karna ga bisa jelasin keluhan apapun cuman disuruh klik klik klik tapi ga memberikan solusi Bad app harus diperbaiki kalau ngga lama banyak orang rugi,Vidi Muhammad,1
Balikin duit gw aplikasi babi saldo linkaja terpotong tapi kartu e moneynya ga bertambah ga ada itikad untuk merefund dan mengembalikan saldo yang terpotong percuma komplain juga ga ada penyelesaiannya yu ramai ramai kasih bintang aplikasi scam ini,Cris F.Y,1
Aplikasi yg sngat muantappisiny berguna smuakita bisa kirimlnsung msuk,Pengguna Google,5
Gamau ubah bintang sebelum verifikasi berhasil lama bgt woy dikira bakal simple pake aplikasi ini taunya malah memperlama kepentingan aku dananya jadi gabisa dipake,Tasya Afifah,1
Sangat di sayangkan aplikasi sebagus ini msh susah buat login,Agus Zafran,1
Link aja susah amat mau laporan pending transaksi dah telfon call center diarahin ke live chat untuk ngirim bukti ukuran kb aja susahnya minta ampun Gimana mau nyelesain masalah kalau seperti ini min admin,Aris Sunarjo,1
Great app,Habib Arianto,5
Woii ini mana cs nya saya isi saldo rb dari bank keterangan di bank BERHASIL tapi saldo belum masuk ke akun LinkAja Gimana nih tanggung jawabnya Mau hubungu CS nya susah banget,Dani Andika,1
lah bang admin ko ga bisa dibuka ya aplikasinya,Juniar Ahmad,5
keren,adi apmj baron,5
Gagal transaksi,Mzamzam Nurjaman,5
Sangat membantu,haerudin,5
Agen nya ngapain sih mau di cht susah mau di krm emel Susah niat gak sih buat aplikasi,NB Gaming,1
Linkaja paylater bisa buat beli bensin di pom pertamina nga ya krn begitu masuk ke my pertaminanya hanya ada pilihan pembayaran pakai saldo nya linkaja bukan paylater,Sujud Mujiono,4
Mantaf,hary nujuono,5
Kenapa dengan aplikasi inisaya sudah menunggu seharian tapi UPGRADE FULL SERVISNYA tak dikonfirmasiapa memang seburuk ini tah aplikasi linkaja,Welly Hasym,1
DiYAN KOSTA FB MASDIANOOR,Masbro Bro,5
KECEWA SAYA TRANSAKSI PROSES DI BILANG GAGAL SALDO GA BALIK PADAHAL SUDAH SAYA HITUNG TERPOTONGHAPUS PINDAH KE DANA SAJATERIMAKASIH buat sobat hati kalo pk linkaja ga AMAN,Anwar Sanusi,1
Apa solusi nya update selalu tidak bisa Yg jelas beri solusi,ARY SAPONADA,1
Halo apk link aja saya top up dari renk bank ke link aja tapi uangnya tidak masuk saldo nya sudah terpotong Saudah x jam saldonya tidak kembali mohon bantuannya,Rice Rahayu,1
Ok,Adhiprayudha 02,5
Perusahaan doang BUMN Fasilitas tidak jelas Promo tidak jelas Isinya titipan orang dalam semua Makanya BODOH,Beyyamohd,1
Sangat mempermudah transsksi kemana aja,Ngadi Yono,5
nomor hp rusak dan ingin ganti nomortapi tidak ada fitur ganti nomor jadinya ribet bangetmana akun sudah full service lagi payaah payah,Cicik Ida Rahayu,1
Tolong beri tahu,Rani Meylia,5
Adminnya ketiduran apa gimana Tinggal di upgrade ke full service aja ga becus udah lah daftar nya ribet upgrade nya lama pula aplikasi transaksi Abal Abalterus sampai kapan proses upgrade full service nya Sampai adminnya bangun dari tidur kah Dan gimana uang saya yang sudah masuk di dalam saldo linkaja Padahal sudah memasukkan data valid foto wajah juga jelaskalau kurang jelas pakai teleskop aplikasi abalabal cuihhhh,Directly High,1
Gak ada solusi email gk aktif gak bisa loginpdahal bisa saja otp lewat nomer hp,Muh Abu,1
Ga bs ganti no hp klo mo ganti hp hrs di hapus account dulu lalu suruh bikin baru dgn no baru dan email baru Ribet amat birokrasi nya CS nya juga ga jelas bikin ngajak ribut,Refandiaz Arigamus,1
Top,Satrisno Nono,5
Dah daftar tapi ga bisa masuk kemenu,Nedi Nedibae,4
Gak bisa menerima kodenya,Upar Supardi,5
Turun bintanganeh knpa tiba kdang gk bs dinstal,Mhimiie Nadya,4
Update nya lama amat mau dipake nih buru,Abhu Silva,2
ini saldo saya gak masuk masukkiriman uang dari bank BNI gagaloperator gk melayaniinstagram kolom komentarnya di nonaktifkanpusat bantuannya jg malah bikin bingunguang juga gak dibalikin,poppo can fly,1
Oke,Tauri Umarr,5
Lama buat verifikasinya jelek,John Harahap,1
bintang dulu ya karna saya masih mencoba,Endri Ana,3
Okok,Mohammad Fadli,4
Ga ada fitur pay laternya cuma ada saldo utama dan saldo bonus ga sesuai dengan yg di iklankan,sawal aja,1
Tolong di bantu pak proses nya secepat nya saya butuh bngat ni,Rheza firmansyah,3
Paling buruk,zuari ginting,1
App pencuri saldo pelanggan mengaktifkan e statement tnpa prsetujuan plggan brrti linkaja bisa mncuri saldo dg mnjebak pelangn dsar mafia,Raf Qha,1
zonk,akhmad rifani,5
Aplikasi dompet digital paling jelek,Yongki Saputra,1
Stres ganti nomor yang terkait harus chat agen mana chat susah muter terus sampe jam di tungguin muter² kaga jelas jangan pakek ni apk stres lama lama kagak jelas mempersulit doang,LinzeC Ex,1
Banyak errornya apk kurang membantu,Angga Teguh,1
tolong dong iai pulsa dah minggu lebih masih pending,Erni Agustiani,1
saya topup link aja rb stts di mbaking berhasil dan sudah ke pihak bank juga berhasil tapi saldo di link aja tidak masuk setelan ke center link aja malah sistem membaca tidak ada transaksi topup live chat juga selalu melayani yg lain tolong ini uang saya gimana mana tanggung jawab pihak aplikator ny,Obby W,1
Buruk,firdaus bani,1
Verifikasi nya gak bisa truspayah lahh,zoemharry Hmz,1
gx bisa buat trasfer gagal terus buat trasfer mengecewakan,Said Julian,1
Sudah bagus kemarin sempat eror,Zuharta 126,5
Sering gagal Dan sampe skrg pun gk bisa digunain Mana ada saldo nyantol,fernanda np,3
Kembalikan saldo qu Saya beli token dari tgl okt sampe skr blm dikirim Sudah telp call center email layanan bantuan cuman diputer saja Tidak membantu sama sekali,Muhammad Syaifuddin,1
Aplikasi yg bagus mempermudah setiap pembayarantapi sayang jika ad gangguan layanan transaksi dana tetap terpotongyg akhirnya pending tiada akhirs Sebaiknya jika ad gangguan atau pembaruan semua transaksi ditolak dulu,Rama Gayo,5
Beli token pln transaksi udh sukses tp sdh seminggu ga di kirim tokennya sdh hubungi livechat link aja tp ga kebantu kurang memuaskan,Vivo y93,1
Aplikasi tidak berguna gw topup Tp tidak masuk ke kartu e mony gw,Iwan Syah,1
Tidak profesional dalam menanggapi keluhan pelanggan yg gagal bayar namun status sukses Sangat tidak merekomendasikan untuk memakai ewallet ini Saya sangat kecewa,LUKMAN NUR,1
Ribet verifikasi ga bisa mau tarik uang jadi ga bisa gimana ini uang Uda terlanjur masuk,Ahsan Kamil,1
Sangat membantu,Carkiyah,4
Dari tadi sore sttus transaksi pending trusdproses pun tidakyg ada saldo malah hilangbukti transfer tidak munculyg ada malah pending terus,Jendral Chan,1
aplikasi link aja sdh tdk bs di download lagi skrg Apa karna versi hp saya versi lama,irfan Ifan,5
mending aplikasi Dana pengalaman top up saldo malah gak masuk hubungi CS gak di respon,Muhammad Mas'ud Arifin,1
Kenapa verifikasi login harus lewat email kenapa langsung lewat no terdaftar klu saya lupa email saya gimana,Bos Besar,3
Aplikasi busuk,Gandos Ae,1
Transfer gk masuk saldo berkurang Chat hnya auto replay katamya sukses pdhl di riwayat msih pending udah minggu saldo gk balik gk masuk juga yg saya tf kacauuuuu aplikasi PENCURIJANGAN INSTAL ANJINGGGGGGG BANGSAYTTT,Dicky Dickyn,1
Tolnk akun linkaja saya ngak bisa berfungsi sama sekali di bantu dulu k,Asseggafna Na,1
Apilkasi payah buat beli pulsa orbit sj minta kode verifikasi giliran liat kode verifikasinya halamannya kembali lagi ke awaltdk akan kelar urusan kalau begini teruspayah banget,Budi Amin,1
Ini platfom plast merah tapi pelayanan super buruk CS nya live chat ada tapi gk ada fungsi dan kegunaaan lebih baik coba liat produk sebelah aja karena CSnya enak,Ferry Febrianto,2
Kok aplikasi LinkAja jadi bikin orang susah Mohon dibalas,Satria Zalukhu,1
Cuma LinkAja doank yg tidak menyediakan chat dgn cs agen Suport link aja yg jawab QA nya sistem BOT bodoh yg tidak sesuai Mau bertanya ke agen CS link aja gak bisa di aplikasi Jika ada kendala gimana coba mengubungi kalian,Ar Me,1
Ruwetkode OTP sdh dikirim tp ditolak alasan salahpadahal sesuai email yh diterima,Ahmad NurulHuda,2
Tolong di percepat saja klo da yg daftar,Lilis Sapiyani,5
tranfer peniding saldo terpotong dari semalam live chat g ada balasan mlah d blok,Agung Setiono,1
Mantap,Supri adin,5
Aplikasi gak jelas Isi Token gak Masuk² Penipu IniJANGAN PAKAI APK INI GAK BALIK UANG NYA NANTI BANGSAD Melalui live chat pun sampai sekarang belum kembali juga Uang saya,Fahrur Rozi,1
Aplikasi jelek gak bisa login karena pakai email lama chat customer service untuk ganti email tapi lama trus tibatiba diakhiri chat sistem aplikasi gak jelas tolong lah saya cuman mau pakai aplikasi aja susah nomor saya bener tapi cuman emailnya saya mau ganti,Kenari_,1
jelek bgt si ni apk beli paket voucher tv ga dikirim kirim uangnya ga balik lagi,Riri Riri,1
Sekarang komplain dilayani lambat tidak seperti dulu ada call centernya,Andy,1
Telat masuk jika topup atau ada transfer,Ade Ellah,3
Sengaja kasih bintang Tapi nyata y apk ga jelas tarik tunai d ATM transaksi sukses uang ga kluar Udh d cba d live chat suruh nunggu x jam Udh waktu y uang ga kembali d live chat ga respon smpe skarang Malah suruh nunggu lgi x jam hadeuhhh,piero noize,5
Yuk Jadi Hacker Kunjungi Technolog Store Dengan Order Hacker ULTIMATE AIOS,RichkeyRick,1
Saya isi pulsa k blum msuk Makin parauhh saja apk linkaja,Iwan Mpoa,1
Kenapa live chat dari aplikasi link aja tidak bisa memecahkan masalahbisa ngk livechatnya langsung ke cs nya jgn buat memilih jawaban dari pertanyaan linksaya mau live chat ke cs nya langsung yg bisa menjawab keluhan customer nya bukan memilih menu dari pertanyaan aplikasi link,Alif,1
Aplikasi RAMPOKbalikin uang sayagoblokktop up saldo gk nambahchat LIVE hr gk d responmau malingbegini amaatNAJIS saya lahir BATHIN gk ridhoomaliiing,prima duo,1
Aplikasi gk beres komplain tp gk tau mau kemana,bas bus,1
Saya kecewa sekali dengan link ajasaya ngisi paket k visiontapi Indosiar sama SCTV belum dapatsaldo saya sudah keluar ributolong kembalikan saldo saya,Mahrizal handy Simamora,3
APLIKASI PENYEDOT UANG PENCURI UANG TOKEN SAYA TIDAK BALIK TIDAK ADA PENYELESAIAN AYO YANG MERASA DIRUGIKAN SEGERA LAPOR CS LIVECHAT BOT SEMUA YANG JAWAB TIDAK BERTANGGUNG JAWABVIRALKAN SAJA APLIKASI INI TAKUT KABUR BAWA UANG MASYARAKAT INDONESIA TAMPA ADA PENYELESAIAN,Rendy,1
Hubungi cs susahnya pol abiss,Rohmat,1
Sippp,juna radifan,5
Bagaimana dengan transaksi yang berhasil saldo telah di tarik namun tidak ada pin untuk pembayaran tersebut Di chat tidak ada respon dari pihak link Mohon kejelasan dari pihak link Bener lu ye cs link aja bisa nya dia ngatin customer tolol lewat wa sama lewat email pantes aja rating lu jelek banget,Vrista Dima,1
Pertama kali pake link sangad kecewa isi token sukses tapi nomor token tidak dikirim sudah hampir hari menunggu sudah ke pusat bantuan telpon call center penanganannya sangad lambat Saya benar KECEWA Sebagai karyawan bergaji UMR untuk token senilai ribu sangat berarti buat kelangsungan hidup kami,Aufar Azlaham,1
Beberapa kali beli pulsa status sukses tapi tidak masuk,Jean Helaha,1
Bikin aplikasi ini biayanya nggak sedikit pasti BUMN tapi tidak mampu bersaing dengan swasta Ketinggalan jauh Ama yg lain Pada awalnya nyaman cocok nama lahirnya harus beralih ke aplikasi yang lain deh,cahaya inspirasi,1
Good luck,Novian Syaflini,5
tolong dong yg buat apk kok untuk upgrade ke full servis lama bener udh hampir hari aku tunggu inn taii belu ke upgrade²,Kingkobra Kobra,1
Susah kali koneksi nya aplikasi ini apa sarvernya gak di update ya,FR Fikrireza,1
Ini bagaimana ya keluhan saya tidak ditindak lanjuti Suruh nunggu jam udah saya tunggu sampai hari lebihhh tetep tidak ada kelanjutan Udah chat di live chat dapet jwaban yg sama suruh nunggu jam Udah lewat livechat tapi ini nunggu lamaa bangeeett agennyyaaaa Tolooonggg,isna ahadiyah,1
Layanan chat nya tidak bagus Jelek saya beli token gak ada sms masuk Komplen hanya berhadapan dengan mesin jawab Layanan paling nol besar,Pendi Khansa,1
Sy top up dari semalem lewat mbanking sampai sekarang belum masuklaporan ke CS gak ada tanggapan trus sy musti lapor ke mana,Supri Adi,1
metode tambah pembayaran ko tidak bisa ya,yuda saputra,5
Bermasalah lg nih aplikasi linkaja Sekarang isi emoney sampe kali ga ada yg masuk sudah di cek berkali kali dari kemarin sampe sekarang saldo emoney masih ttp ga ada penambahan saldo Padahal status transaksinya sukses Mau complain susah live chat ga membantu,Hery Hae,1
Saldo saya berkurang ndk riwayat pending di pesan sukses trus saya cek di mutasi rek tujuan belum masuk Ini gimana,Wahyu Zonk,1
Mantap,Skypaparatzie Sky,5
Good,Isa Yanto,5
Bagus sih tapi sayangnya belum bisa pakai Akun dalam satu aplikasi,Abdul Malik,4
Hubungan kontak,Suhendi Coksigarantang,1
Kenapa sih kok suka keluar sendiri dari aplikasi ny Tolong diperbaiki ya,Ebenezer Christian,2
Seringnya harga yang tercantum belum termasuk biaya admin jadi harus top up x,David Hosanna,1
Jelek Tdk ada nomor pengaduan,Jastip arfai,1
Kok keluar bar code terus NgeBug apa gimana aplikasinya,Hafiz Maulana,3
Saya minta pindah saldo tapi birokrasinya terlalu ribet Saya tidak pakai lagi linkaja karena kecewa,Hendro Budianto,1
Good Apk,Rinaldi Aldi,5
Punya saldo didalam tapi nggak bisa di uprade admin atau cs ngak ada respon responya mohon pihak aplikasi membantu,Jalil Akmal,1
Saya lupa pasword email dan kesulitan aktivkan akun lama karena KTP digunakan disana tolong dong aktivkan kembali fitur magic gunakan aktivasi lewat nomor jangan lewat email karena lewat nomor lebih valud dari email karena nomor selalu aktiv dan email belum tentu valid,Akbar Filosofian,1
Susah kali untuk up ke akun full service padahal udah berkali kali seleksi foto ktp dan foto wajah tetap juga belum done sampai sekarang maaih si proses status nya tolong dipermudah donk min,Rifki Pangestu,3
Tdk sesuai iklan Beli paket data dari kemaren sampai saat ini masih pending coba di perbaiki lg kalau butuh bukti transaksi yg pending sdh sy simpan buat pengaduan tp utk pengaduan cs juga tdk bisa,Hidayat Midun,4
GA USH TAROK DUIT DSNI ADMIN NYA GA PERNAH BISA DIHUBUNGI PLAYANAN SANGAT BURUK,Susan Santy,1
Transaksi dari bulan November sudah kompain berkali tapi saldo g balik aplikasi penipu Disini juga banyak oknum mengatasnamakan cs linkaja Hati pembayaran pakai link ajasaya bayar cicilan tidak masuk koplain berkali g ada tanggapan malah Sekarang diriwayat aku hilang,Muhtarom Wae,1
Terimakasih,Agus Salim,5
Saya tak bisa lagi buka lik aja,Jali Razali,1
Aplikasi ga guna Nyesel beli token listrik status transaksi sukses tp nga dikirim no tokennya lewat sms Komplen ke aduannya malah nyalahin operatornya Padahal pulsa telpon ada Nga sekali lagi beli di aplikasi ini,hendrik budiaruntama,1
Kenapa ya susah verifikasi kontak layana lemot hadeuh,opik ahmad,1
Kemana larinya uang sya sudah xJam Saldo tidak masuk juga Saya melakukan Top up jt via bank Saldo sudah terkirim tapi tdak masuk² juga ke apk link aja Saya coba hubungi Cs sama sekali tdak bisa terhubung baik itu via Call Live Chat Email semua tidak berguna,nawir letmembe,1
Kak akun link aja yg saya kenapa harus prepikasi ke gmail trus tidak bisa ke nomor hp yg sudah terdaftar soalnya akun Gmail nya saya lupa kata sandi nya apakah bisa di bantu,Mul Yana,4
Sangat tidak bagus akun saya terblokir tapi CS nya gk mau menghubungi saya sudah minggu chat DM kata nya gk bsa komplen lewt DM,Anisa Putri,1
Gak bsa kebuka,Yayunah Ayu,1
Mudah dan Membuat semua transaksi lancar,Paul JPChanel,5
Sudah banyak korbansaldo hilangakun dihack CS susah dihubungi Hapus akun juga ribet Pikir² lagi gaes kalau mau pakai app ini,Febri Aldiansah,1
Pembayaran pending saldo ga balik gmna ceritanya cs balesnya gitu² ajah ga ada solusi sama sekali,Abdul Thea,1
Mohon bantuan atas keluhan yag tidak dapat di tindak lanjuti sistem mohon sediakan call center realtime,Sukirman Buding,3
Apk yang ribet,R3,1
Saya beli token listrik biasanya terpampang bareng notifikasi Skrg koq gak ada Harus lewat SMS Malah gak ada yg masuk di SMS Gmn tanggung jawabnya,Jo Yang Lim,1
Pelayanan gangguan sangat buruk lambat dan seperti bola dilempar kemanamana gak jelas Udah kedua kali nya pengaduan pembelian token listrik saldo berkurang tapi nomor token nya tidak dikasih nelpon call center disuruh lewat live chat dengan chat agent tapi tidak pernah terhubung ke agent Gak pernah mau lagi pakek aplikasi ini sangat buruk,Widhi Satya,1
baik,Yadin Yadin,5
Bagus,Raflin Pakaya,5
Gak ada costumer service pelayanan pakek bot ngurus masalah ribet,Joe Chomel,1
Saya kecewa dengan aplikasi ini karena di menu pusat bantuan tidak ada menu untuk mengadukan laporan bahwa kita telah ditipu sehingga uang kita yg hilang tidak bisa kembali dan tidak bisa dibekukan pada rekening orang yang telah menipu kita Jadi saya harap update kedepannya memiliki menu pengaduan laporan penipuan,abang hits,1
Sangat berguna,Yeyen Atia,5
Sy melakukan transaksi pembayaran PBB sejak tgl September sampe skrg tgl Oktober status masih pending sebesar Rp Sudah chat agen setiap hari tapi tidak di respon sy kapok pake aplikasi ini sangat susah untuk pengaduan nya mending pake aplikasi yang lain aja,giri aditya,1
aja masa buat email juga susah,Dea Tea,1
Sulit,dunawi awi,4
Goooooood,Ipah Latifah,5
Ok,Ayy Ndo,5
Ribet buat ke full servis,15_Dwiky Andrian,1
Jelek uang tf ga sampai ke tujuan di sini udah kosong sangat tidak rekomended,Ade Urwah,1
Mencoba,Khatan Safutra,5
Makin ketinggalan sama gopay dan gopaylatermakin banyak fitur bisa gopaylater bisa segala galanyadi link aja super ribet daftar my paylater kredivo super ribet tidak ada pilihan alamat ketik manual tidak ada tahun kelahiran syarat susah bertele teledi gopaylater dapat limit juta gopaypinjam dapat limit juta di linkaja dapat ribetnyahahahaha Dan aplikasi bakalan bangkrut alias tutup aplikasilihat aja pelayanan nol besar beli pulsa tidak masuk tapi saldo terpotongtidak berguna,keken sumarsono,1
Mantap,Muhammad Armin,5
Aplikasi yang ga rekomendasi buat topup Sistem obrolan harus diperbaiki,Ali Ghufron,1
Aplikasi macam apa ini mau ambil Poto aja susah nya setengah matimohon hapus Poto KTP saya Klo terjadi halhal yang berkaitan dengan KTP saya Saya tidak bertanggung jawab atau saya akan melaporkan kepada pihak yang berwajib OJK,Johan Wahyudi,1
Isi saldo link aja via alfamart eroro benerin,Jovianto Bagaskara,2
sudah pernah kecewa dengan link aja pernah isi pulsa ribu kali dan tidak ada yang masuk padahal saldo sudah terpotong mengajukan pengembalian dana tapi hanya di kembalikan rupiah,Hiro356 - New Epic,1
Udh hampir tahun pakai eh bulan okt ini tiba ke logout trus mau login muncul unrecognise request padahal nomor udh bener Bisa bikin aplikasi yg normal aja ga Nyusahin customer yg udh loyal aja kalian ini,BSA 67,1
Tidak bisa melakukan transaksi pembayaran App tidk ada guna,Agustinus Giang,1
Lilippp,Charlie Pasaribu,5
Terlalu lama full servis nya,Mansyur Suherman,4
Transaksi sukses tapi tidak terkirim,Vickha Cantik,1
Mudah bertransaksi,Surasno,5
Mantull tul mohon bantuannya untuk login ke akun ny GK bisa masuk karena tidak ada kode verifikasi email saya sudah tidak ada lagi,Ekortupai,5
Aplikasi tolol mau belanja di alfamart menggunakan qr malah ada notif limit pembelanjaan di komputer kasirnya padahal belanja aja belum mana udh isi saldo,nata de mateo,1
Tutup aja aplikasinya kalau cs susah dihubungi baik via telpon atau live chat Kalau ada penilaian minus saya kasih minus lima,andesmal,1
Tolong di bantu proses upgrade saya yang udah berhari hari saya lakukan namun tidak kunjung kalian aprov Saldo saya rb di dalam untuk usaha jual beli lagi Namun skrg tertanam Tidak bisa di gunakan sama sekali Tolong jgn kecewakan kami link aja,Taufikzidane 2018,3
jangn mau download aplikasi ini duit w di mkan gara gara ngisi emoney,Tour Satu,1
Susah untuk melakukan pergantian nomor hp,Syafi'il Anam,1
pembayaran Via qris aja nyangkut Uang kepending Pengurusan x Jam kapok pake ni app,Andri Lo,1
Sayangnya tidak dilengkapi fitur penarikan tunai manual seperti Rp kalah sama ewallet lainnya menurut sya kurang worit dan juga banknya tidak lengkap contoh aja bank cimb niaga tidak tersedia,Penjelajah Lokasi,1
Masih d coba Mau d coba,Ika Sri rezeki (Ika),3
Ok,RUMAHKU JOGJA1,5
tidak bisa masuk ke email dan linkaja gak bisa beroperasi sehingga dana saya gak bisa di ambil tolong dari pihK admin berikan cara atau telpon operator supaya setiap permasalahan bisa diselesaikan,ari qinci,5
Bagus dan Keren,Wan Alfi Syahri,5
Link verifikasi tidak masuk email,Dermawan Zega,1
Aplikasi payah ini mau perubahan nomer akun linkaja susah benget di tambah hubungi kita ke cs susahnya minta ampun Gemana transaksi mau aman csnya juga super super lambat Bahaya kalo saldo besar masuk sini susah dan sulit untuk penangannya,Panca Putra Pamungkas,1
Keren,rudy simbolon,5
Parah si salah pin terus mau ganti pin ribet bangat dan saldo saya ada rb ga bisa di pake,wr sembako Jakarta,1
Gimana sih login suruh reset pin sudah reset login eror lagi suruh reset lagi koclok,SIX ASIX,1
Sangat memuaskan,Wiwin Win,5
Hei setan kalau seandainya uang saya yang saya kirm tidak masuk dalam xjam saya akan laporkan iini ke OJK,Nico Oppo,1
Tolong ganti akun Gmail saya soalnya hp saya ganti dan tidak hafal pw nya di karenakan hp saya yang lama hilang Kalo boleh tau saya mau ke kantor aja deh Kalo boleh tau kantor nya di mana ya,Catur Xuxeto,1
Aplikasi kagak jelas CSnya juga gak jelas akun ke blokir gak jelas masih ada saldo di akunnya kayak kagak niat bikin aplikasi,Wahid Muharam Efendi,1
PELAYANAN BURUK MASA GA BISA LOGIN HARUS PAKE EMAIL MAU NGELUH YG JAWAB ROBOT,Azzam Alfarezi,1
Ingin masuk kembali tapi kode verifikasi dikirim ke email dan tidak ada sama sekali kode yang dikirim sudah hari seperti itu tolong ubah kode verifikasi nya ke nomor handphone melalui SMS saja jangan melalui email,Rezky Ikrammullah,1
Mantap,andra libra,5
Jam Mubarak,Izam Mubaroq,3
Untuk keperluan teran saksimudah cepat,Rasman miing,5
ribet,Bima saputra,1
Masak gak bisa masuk aplikasi,Fajar Kurniawan,2
,Silo Sasilo,5
Saya transfer dari bank ke linkaja status sukses dan saldo terpotong tapi kok gak ada masuk di linkaja Ini gimana solusinya Gak ada yg bisa dinhubungi Di live chat pun hanya bot,Farel Abrisam,2
Pantes retingnya jelek sikap cs nya ga proporsionalsusah komunikasi sama cs alesan menangani castamer lain emang seberapa banyak pemakai link ajasampai² mengabaikan castamer yg lainw mau narik data w yg udh ad sayang kalo bikin akun dgn no yg berbeda,Shye Aqiladk,1
Aplikasi ribetmau ganti imel aja ssh bnget udh satu th pdhl,Hartono Tono,1
Ini kedua kalinya ngirim uang gk masuk lewat briva linkajalive chat nya robot nyambungkan ke agen nya gk bisapdahal udah lama pakai linkaja dari jaman tcash,PL habau,1
Minta upgrade padahal butuh sekarang juga Buruk sekali kamu,أحمد الأندونيسي,1
Aplikasi aneh gk ada live chat ny,Hafidzurahman,1
B Good,Sahdam,4
Mantap aplikasi iniisi saldo Emonet langsung terisigk seperti aplikasi sebelahtop up saldo kepotong tp gk masukterima kasih linkAja,Adi Putra5050L,5
Kenapa saya tidaj bisa dwonlod lagi aplikasi linkaja,Apri Yansyah,1
Saya isi pulsa utk hp saya sendiri tapi tidak masuk padahal diriwayat ada pemberitahuan sukses dan tidak salah no hpbagaimana ini Apakah pulsanya bs kembali Sy sngat kecewa,Poppy Aprelesi,1
Susah dibuka padahal kuota banyak sinyal penuh ganti pakai wifi juga berat dibuka padahal aplikasi lain lancar semua,AGHNIA SHOP,1
Terlalu slow respon dan susah di hubungi menyesal sudah transaksi pakai apk ini top up entah duitnya kemana masuk juga kaga,Obiie Bakhtiar,1
Aplikasi binatangbabi ga guna bikin ribet,Nafisa Cell,1
Ga bisa buat bayar tagihan baf ato lainnya kurang komplit,bambang yuli pamungkas,4
Saya baru pakai link aja,Tuti Maryati,5
Mulai korupsi link hari ini beli data terkirim kali tp yg masuk gimana ini kelanjutannya uang kesedot data tetap segitu payah,Andysitohang Sitohang,1
Hubungi live chat berkali gak tersambung Kirim email di suruh ke livr chat Layanan keuangan kayak gini mau maju Mending tutup ajah apk mu,Bagus Abrianto,1
Case topup pending via mbanking transaksi bank berhasil dan saldo kepotong,SQUAD KRISNA,1
Bayar ecommerce lewat virtual account link aja system internal error terus yang muncul Kurang respek jadinya sama aplikasi link aja,Pengguna Google,1
Top,Wakk “Wakiyo” Iyoo,5
Sangat bagus,Windy Permata (Suges),5
Bagus,Muhammad Rohid,5
Sekali saya poto ktp di bilang buram udah berkali kali saya poto ktp tetap tidak bisa apakah ada cara lain selain poto ktp,Farmin Alonso,4
saya ga bisa daftar,Darwin Sianturi,1
Kenapa akun saya terblokir dan gak bisa lagi di buka Dan tidak ada alasan yang betul,Bg manik,1
Tidak bisa buat pembayaran di topederrorrrrrr,Teguh Corner,2
Masih agak bingung,Pilot Darat82,5
Dari kemarin proses upgrade premium belum diproses sampai sekarang,Rangga Mda,1
Lama sekali mau update biar bisa kirim uang,Irham Syah,1
Proses verifikasi nya lamaa mana ada saldonya lagi percepat donggg,Muhamad Alfian,1
Good Good Good,Achmad Nurjamil,5
Tidak berfungsi di hp saya,aktif Tv 17,5
Beli kuota jadi lelet,Kurniawansyah,3
Ganti nomor HP saja sangat sulit Akhirnya uninstall selamany,MARGANA,1
Good àpp,sipil project pieto73,5
Maaf kasih bintang Tanggal sya melakukan transaksi di ck mnggunakan metode qris by link Tpi malah pending Sya sudah melakukan pelaporam tpi smpai skrang blum ada pengembalian dana Meskipun cuman ribu tpi itu berharga Makasih,Bangg Jeff,1
Mantaf,Rohmanto Rohmanto,5
Susah verifikasi masa aku yg verifikasi tapi kode Verifikasi nya dikirim ke email org,Nissa 88,1
Aplikasi apa si ini mau upgrade aja susah banget pake segala foto asli ga sama kaya KTP lah situ kira muka orang kaga ada yg berubah apa bayar virtual rekening juga ga bisa Chat agen aja lama nya kaya apa tau cuma sedikit doang apa cs agennya Tolong diperbaiki ya sistem nya,Fadma Nugraheni,1
mantap,KHOIRUL MUKHLISON,5
ok,Norman Selwo,5
Jangan pake apk ini saya menarik uang tapi tidak kelur uang nya struk transaksi nya tapi saldo kepong dan blm kembali juga pelanyanan cs nya gak ada respon sama sekali,ihounee,1
Mw reset pin tapi lupa email sumpah ini emang gk ada jalan lain ya misalnya kode dari nomor tidak ada jalan sma sekali,ARF Official,1
Sy coba kirim uang ke bank mana saldo di link berkurang tp tdk msk kerekbank sy sy cb tny melalui aplsy maunya tny melalui telp bkn dr apl,martha vera,2
