Review Text,Username,Rating
Kenapa verifikasi login harus lewat email kenapa langsung lewat no terdaftar klu saya lupa email saya gimana,Bos Besar,3
Aplikasi busuk,Gandos Ae,1
Transfer gk masuk.. saldo berkurang. . Chat hnya auto replay katamya sukses pdhl di riwayat msih pending udah 2 minggu saldo gk balik.. gk masuk juga yg saya tf.... kacauuuuu aplikasi PENCURI...JANGAN INSTAL ANJINGGGGGGG BANGSAYTTT,Dicky Dickyn,1
Tolnk akun linkaja saya ngak bisa berfungsi sama sekali di bantu dulu k,Asseggafna Na,1
Apilkasi payah buat beli pulsa orbit sj minta kode verifikasi giliran liat kode verifikasinya halamannya kembali lagi ke awal...tdk akan kelar urusan kalau begini terus.....payah banget,Budi Amin,1
Ini platfom plast merah tapi pelayanan super buruk CS nya live chat ada tapi gk ada fungsi dan kegunaaan lebih baik coba liat produk sebelah aja karena CSnya enak,Ferry Febrianto,2
Kok aplikasi LinkAja.. jadi bikin orang susah... Mohon dibalas,Satria Zalukhu,1
Cuma LinkAja doank yg tidak menyediakan chat dgn cs agen. Suport link aja yg jawab Q&A nya sistem BOT bodoh yg tidak sesuai. Mau bertanya ke agen CS link aja gak bisa di aplikasi. Jika ada kendala gimana coba mengubungi kalian ?!!!!!,Ar Me,1
Ruwet......kode OTP sdh dikirim tp ditolak alasan salah...padahal sesuai email yh diterima ..,Ahmad NurulHuda,2
Tolong di percepat saja klo da yg daftar,Lilis Sapiyani,5
"tranfer peniding saldo terpotong dari semalam, live chat g ada balasan mlah d blok",Agung Setiono,1
Mantap,Supri adin,5
Aplikasi gak jelas... Isi Token gak Masuk² ... Penipu Ini...JANGAN PAKAI APK INI GAK BALIK UANG NYA NANTI.. BANGSAD .. Melalui live chat pun sampai sekarang belum kembali juga Uang saya,Fahrur Rozi,1
"Aplikasi jelek, gak bisa login karena pakai email lama, chat customer service untuk ganti email tapi lama trus tiba-tiba diakhiri chat sistem, aplikasi gak jelas, tolong lah, saya cuman mau pakai aplikasi aja, susah. nomor saya bener tapi cuman emailnya saya mau ganti.",Kenari_,1
jelek bgt si ni apk beli paket voucher tv ga dikirim kirim uangnya ga balik lagi,Riri Riri,1
"Sekarang komplain dilayani lambat, tidak seperti dulu ada call centernya",Andy,1
Telat masuk jika topup atau ada transfer,Ade Ellah,3
"Sengaja kasih bintang 5.... Tapi nyata y apk ga jelas tarik tunai d ATM transaksi sukses uang ga kluar... Udh d cba d live chat suruh nunggu 14x24 jam... Udh waktu y uang ga kembali,, d live chat ga respon2 smpe skarang... Malah suruh nunggu lgi 14x24 jam hadeuhhh",piero noize,5
Yuk Jadi Hacker Kunjungi Technolog Store Dengan Order Hacker ULTIMATE AIOS,RichkeyRick,1
Saya isi pulsa 150k blum msuk2 Makin parauhh saja apk linkaja.,Iwan Mpoa,1
"Kenapa live chat dari aplikasi link aja tidak bisa memecahkan masalah,bisa ngk livechatnya langsung ke cs nya jgn buat memilih jawaban dari pertanyaan link,saya mau live chat ke cs nya langsung yg bisa menjawab keluhan customer nya bukan memilih menu dari pertanyaan aplikasi link",Alif,1
Aplikasi RAMPOK...balikin uang saya..goblokk..top up saldo gk nambah.chat LIVE 4hr gk d respon..mau maling..begini amaat...NAJIS. saya lahir BATHIN gk ridhoo..maliiing..,prima duo,1
"Aplikasi gk beres, komplain tp gk tau mau kemana🤡",bas bus,1
Saya kecewa sekali dengan link aja..saya ngisi paket k vision..tapi Indosiar sama SCTV belum dapat..saldo saya sudah keluar 50 ribu...tolong kembalikan saldo saya,Mahrizal handy Simamora,3
"APLIKASI PENYEDOT UANG , PENCURI UANG , TOKEN SAYA TIDAK BALIK , TIDAK ADA PENYELESAIAN , AYO YANG MERASA DIRUGIKAN SEGERA LAPOR , CS, LIVECHAT, BOT SEMUA YANG JAWAB, TIDAK BERTANGGUNG JAWAB,...!!!!!!VIRALKAN SAJA APLIKASI INI TAKUT KABUR BAWA UANG MASYARAKAT INDONESIA TAMPA ADA PENYELESAIAN..!!!",Rendy,1
Hubungi cs susahnya pol abiss,Rohmat,1
Sippp,juna radifan,5
Bagaimana dengan transaksi yang berhasil ( saldo telah di tarik ) namun tidak ada pin untuk pembayaran tersebut. Di chat tidak ada respon dari pihak link. Mohon kejelasan dari pihak link. Bener2 lu ye cs link aja bisa2 nya dia ngatin customer tolol lewat wa sama lewat email pantes aja rating lu jelek banget 😮‍💨😑,Vrista Dima,1
"Pertama kali pake link, sangad2 kecewa, isi token sukses tapi nomor token tidak dikirim2 sudah hampir 5hari menunggu, sudah ke pusat bantuan, telpon call center penanganannya sangad lambat.. Saya benar2 KECEWA!!! Sebagai karyawan bergaji UMR, untuk token senilai 50ribu sangat berarti buat kelangsungan hidup kami",Aufar Azlaham,1
Beberapa kali beli pulsa status sukses tapi tidak masuk,Jean Helaha,1
"Bikin aplikasi ini biayanya nggak sedikit pasti. BUMN tapi tidak mampu bersaing dengan swasta... Ketinggalan jauh Ama yg lain... Pada awalnya nyaman cocok, nama lahirnya harus beralih ke aplikasi yang lain deh...",cahaya inspirasi,1
Good luck,Novian Syaflini,5
tolong dong yg buat apk kok untuk [upgrade ke full servis] lama bener udh hampir 3 hari aku tunggu inn taii belu ke upgrade²,Kingkobra Kobra,1
Susah kali koneksi nya aplikasi ini apa sarvernya gak di update ya,FR Fikrireza,1
"Ini bagaimana ya, keluhan saya tidak ditindak lanjuti... Suruh nunggu 14 × 24 jam, udah saya tunggu sampai 14 hari lebihhh tetep tidak ada kelanjutan Udah chat di live chat, dapet jwaban yg sama, suruh nunggu 14× 24 jam Udah lewat livechat, tapi ini nunggu lamaa bangeeett agennyyaaaa... Tolooonggg",isna ahadiyah,1
"Layanan chat nya tidak bagus,!!! Jelek, saya beli token gak ada sms masuk... Komplen hanya berhadapan dengan mesin jawab... Layanan paling nol besar👎",Pendi Khansa,1
"Sy top up dari semalem lewat mbanking sampai sekarang belum masuk,laporan ke CS gak ada tanggapan trus sy musti lapor ke mana",Supri Adi,1
metode tambah pembayaran ko tidak bisa ya,yuda saputra,5
"Bermasalah lg nih aplikasi linkaja Sekarang isi e-money sampe 2 kali ga ada yg masuk sudah di cek berkali kali dari kemarin sampe sekarang saldo e-money masih ttp ga ada penambahan saldo. Padahal status transaksinya sukses. Mau complain susah, live chat ga membantu.",Hery Hae,1
Saldo saya berkurang ndk riwayat pending di pesan sukses .trus saya cek di mutasi rek tujuan belum masuk . Ini gimana ?,Wahyu Zonk,1
Mantap,Skypaparatzie Sky,5
Good,Isa Yanto,5
"Bagus sih, tapi sayangnya belum bisa pakai 2 Akun, dalam satu aplikasi.",Abdul Malik,4
Hubungan kontak,Suhendi Coksigarantang,1
Kenapa sih kok suka keluar sendiri dari aplikasi ny... Tolong diperbaiki ya,Ebenezer Christian,2
"Seringnya harga yang tercantum belum termasuk biaya admin, jadi harus top up 2x",David Hosanna,1
Jelek Tdk ada nomor pengaduan,Jastip arfai,1
Kok keluar bar code terus ? Nge'Bug apa gimana aplikasinya,Hafiz Maulana,3
Saya minta pindah saldo tapi birokrasinya terlalu ribet. Saya tidak pakai lagi linkaja karena kecewa.,Hendro Budianto,1
Good Apk,Rinaldi Aldi,5
"Punya saldo didalam tapi nggak bisa2 di uprade, admin atau cs ngak ada respon responya, mohon pihak aplikasi membantu..",Jalil Akmal,1
"Saya lupa pasword email dan kesulitan aktivkan akun lama karena KTP digunakan disana, tolong dong aktivkan kembali fitur magic gunakan aktivasi lewat nomor, jangan lewat email, karena lewat nomor lebih valud dari email karena nomor selalu aktiv dan email belum tentu valid",Akbar Filosofian,1
"Susah kali untuk up ke akun full service,, padahal udah berkali kali seleksi foto ktp dan foto wajah tetap juga belum done,, sampai sekarang maaih si proses status nya,, tolong dipermudah donk min",Rifki Pangestu,3
Tdk sesuai iklan... Beli paket data dari kemaren sampai saat ini masih pending coba di perbaiki lg kalau butuh bukti transaksi yg pending sdh sy simpan buat pengaduan tp utk pengaduan cs juga tdk bisa.,Hidayat Midun,4
GA USH TAROK DUIT DSNI ADMIN NYA GA PERNAH BISA DIHUBUNGI PLAYANAN SANGAT BURUK,Susan Santy,1
Transaksi dari bulan November 2022 sudah kompain berkali2 tapi saldo g balik... aplikasi penipu. Disini juga banyak oknum mengatasnamakan cs linkaja. Hati2 pembayaran pakai link aja...saya bayar cicilan tidak masuk koplain berkali2 g ada tanggapan malah Sekarang diriwayat aku hilang,Muhtarom Wae,1
Terimakasih,Agus Salim,5
Saya tak bisa lagi buka lik aja,Jali Razali,1
Aplikasi ga guna. Nyesel beli token listrik status transaksi sukses tp nga dikirim2 no tokennya lewat sms. Komplen ke aduannya malah nyalahin operatornya. Padahal pulsa telpon ada. Nga sekali2 lagi beli di aplikasi ini.,hendrik budiaruntama,1
"Kenapa ya susah verifikasi, kontak layana lemot hadeuh",opik ahmad,1
"Kemana larinya uang sya, sudah 4x24Jam, Saldo tidak masuk juga, Saya melakukan Top up 1jt via bank, Saldo sudah terkirim tapi tdak masuk² juga ke apk link aja, Saya coba hubungi Cs sama sekali tdak bisa terhubung, baik itu via Call, Live Chat, Email, semua tidak berguna.",nawir letmembe,1
Kak akun link aja yg saya kenapa harus prepikasi ke gmail trus tidak bisa ke nomor hp yg sudah terdaftar soalnya akun Gmail nya saya lupa kata sandi nya apakah bisa di bantu,Mul Yana,4
"Sangat tidak bagus, akun saya terblokir tapi CS nya gk mau menghubungi saya sudah 1 minggu, chat DM kata nya gk bsa komplen lewt DM",Anisa Putri,1
Gak bsa kebuka 😒,Yayunah Ayu,1
Mudah dan Membuat semua transaksi lancar,Paul JPChanel,5
"Sudah banyak korban,saldo hilang,akun dihack. CS susah dihubungi. Hapus akun juga ribet. Pikir² lagi gaes kalau mau pakai app ini.",Febri Aldiansah,1
"Pembayaran pending, saldo ga balik, gmna ceritanya, cs balesnya gitu² ajah, ga ada solusi sama sekali,,,,,",Abdul Thea,1
"Mohon bantuan atas keluhan yag tidak dapat di tindak lanjuti sistem, mohon sediakan call center realtime",Sukirman Buding,3
Apk yang ribet,R3,1
"Saya beli token listrik, biasanya terpampang bareng notifikasi. Skrg, koq, gak ada? Harus lewat SMS. Malah gak ada yg masuk di SMS. Gmn tanggung jawabnya?",Jo Yang Lim,1
"Pelayanan gangguan sangat buruk, lambat dan seperti bola, dilempar kemana-mana gak jelas Udah kedua kali nya pengaduan pembelian token listrik saldo berkurang tapi nomor token nya tidak dikasih, nelpon call center disuruh lewat live chat dengan chat agent tapi tidak pernah terhubung ke agent Gak pernah mau lagi pakek aplikasi ini, sangat buruk!!!",Widhi Satya,1
baik,Yadin Yadin,5
Bagus,Raflin Pakaya,5
"Gak ada costumer service, pelayanan pakek bot ngurus masalah ribet",Joe Chomel,1
Saya kecewa dengan aplikasi ini karena di menu pusat bantuan tidak ada menu untuk mengadukan laporan bahwa kita telah ditipu sehingga uang kita yg hilang tidak bisa kembali dan tidak bisa dibekukan pada rekening orang yang telah menipu kita. Jadi saya harap update kedepannya memiliki menu pengaduan laporan penipuan.,abang hits,1
Sangat berguna,Yeyen Atia,5
"Sy melakukan transaksi pembayaran PBB 2024 sejak tgl 30 September 2024 sampe skrg tgl 16 Oktober 2024 status masih pending sebesar Rp. 110,000. Sudah chat agen setiap hari tapi tidak di respon.. sy kapok pake aplikasi ini sangat susah untuk pengaduan nya.. mending pake aplikasi yang lain aja.",giri aditya,1
1 aja .masa buat email juga susah .,Dea Tea,1
Sulit,dunawi awi,4
Goooooood,Ipah Latifah,5
Ok,Ayy Ndo,5
Ribet buat ke full servis,15_Dwiky Andrian,1
Jelek uang tf ga sampai ke tujuan di sini udah kosong sangat tidak rekomended,Ade Urwah,1
Mencoba,Khatan Safutra,5
"Makin ketinggalan sama gopay dan gopaylater,makin banyak fitur bisa gopaylater bisa segala galanya,di link aja super ribet daftar my paylater kredivo super ribet tidak ada pilihan alamat ketik manual tidak ada tahun kelahiran 1980 syarat susah bertele tele,,di gopaylater dapat limit 12juta gopaypinjam dapat limit 4juta di linkaja dapat ribetnya,,,hahahaha Dan aplikasi bakalan bangkrut alias tutup aplikasi,lihat aja pelayanan nol besar beli pulsa tidak masuk tapi saldo terpotong,tidak berguna",keken sumarsono,1
Mantap,Muhammad Armin,5
Aplikasi yang ga rekomendasi buat topup Sistem obrolan harus diperbaiki,Ali Ghufron,1
"Aplikasi macam apa ini , mau ambil Poto aja susah nya setengah mati..mohon hapus Poto KTP saya Klo terjadi hal-hal yang berkaitan dengan KTP saya Saya tidak bertanggung jawab atau saya akan melaporkan kepada pihak yang berwajib (OJK )",Johan Wahyudi,1
Isi saldo link aja via alfamart eroro benerin,Jovianto Bagaskara,2
"sudah pernah kecewa dengan link aja. pernah isi pulsa 20 ribu 2 kali dan tidak ada yang masuk, padahal saldo sudah terpotong. mengajukan pengembalian dana tapi hanya di kembalikan 1200 rupiah.",Hiro356 - New Epic,1
"Udh hampir 4 tahun pakai, eh bulan okt ini tiba2 ke logout, trus mau login muncul unrecognise request, padahal nomor udh bener. Bisa bikin aplikasi yg normal2 aja ga!!!! Nyusahin customer yg udh loyal aja kalian ini.",BSA 67,1
"Tidak bisa melakukan transaksi / pembayaran... App tidk ada guna,,,",Agustinus Giang,1
Lilippp,Charlie Pasaribu,5
Terlalu lama full servis nya,Mansyur Suherman,4
Transaksi sukses tapi tidak terkirim,Vickha Cantik,1
Mudah bertransaksi,Surasno,5
Mantull tul mohon bantuannya untuk login ke akun ny GK bisa masuk karena tidak ada kode verifikasi email saya sudah tidak ada lagi,Ekortupai,5
"Aplikasi tolol mau belanja di alfamart menggunakan qr malah ada notif limit pembelanjaan di komputer kasirnya, padahal belanja aja belum mana udh isi saldo",nata de mateo,1
"Tutup aja aplikasinya kalau cs susah dihubungi baik via telpon atau live chat. Kalau ada penilaian minus, saya kasih minus lima -5",andesmal,1
Tolong di bantu proses upgrade saya yang udah berhari hari saya lakukan namun tidak kunjung kalian aprov. Saldo saya 500rb di dalam untuk usaha jual beli lagi. Namun skrg tertanam Tidak bisa di gunakan sama sekali. Tolong jgn kecewakan kami link aja.,Taufikzidane 2018,3
jangn mau download aplikasi ini duit w di mkan gara gara ngisi e-money,Tour Satu,1
Susah untuk melakukan pergantian nomor hp,Syafi'il Anam,1
pembayaran Via qris aja nyangkut2 ... Uang kepending Pengurusan 2 x24 Jam.. kapok pake ni app,Andri Lo,1
Sayangnya tidak dilengkapi fitur penarikan tunai manual seperti Rp.30.000 kalah sama ewallet lainnya menurut sya kurang wor'it dan juga banknya tidak lengkap contoh aja bank cimb niaga tidak tersedia,Penjelajah Lokasi,1
Masih d coba Mau d coba,Ika Sri rezeki (Ika),3
Ok,RUMAHKU JOGJA1,5
tidak bisa masuk ke email dan linkaja gak bisa beroperasi sehingga dana saya gak bisa di ambil. tolong dari pihK admin berikan cara atau telpon operator supaya setiap permasalahan bisa diselesaikan.,ari qinci,5
Bagus dan Keren.,Wan Alfi Syahri,5
Link verifikasi tidak masuk email,Dermawan Zega,1
"Aplikasi payah ini mau perubahan nomer akun linkaja susah benget, di tambah hubungi kita ke cs susahnya minta ampun, Gemana transaksi mau aman cs'nya juga super super lambat, Bahaya kalo saldo besar masuk sini, susah dan sulit untuk penangannya",Panca Putra Pamungkas,1
Keren,rudy simbolon,5
Parah si salah pin terus mau ganti pin ribet bangat dan saldo saya ada 21rb ga bisa di pake,wr sembako Jakarta,1
"Gimana sih login suruh reset pin, sudah reset login eror lagi suruh reset lagi koclok",SIX ASIX,1
Sangat memuaskan,Wiwin Win,5
"Hei setan, kalau seandainya uang saya yang saya kirm tidak masuk dalam 1x24jam, saya akan laporkan iini ke OJK,",Nico Oppo,1
Tolong ganti akun Gmail saya soalnya hp saya ganti dan tidak hafal pw nya di karenakan hp saya yang lama hilang. Kalo boleh tau saya mau ke kantor aja deh. Kalo boleh tau kantor nya di mana ya?,Catur Xuxeto,1
"Aplikasi kagak, jelas CSnya juga gak jelas akun ke blokir gak jelas masih ada saldo di akunnya kayak kagak niat bikin aplikasi!!",Wahid Muharam Efendi,1
PELAYANAN BURUK MASA GA BISA LOGIN HARUS PAKE EMAIL MAU NGELUH YG JAWAB ROBOT !,Azzam Alfarezi,1
"Ingin masuk kembali tapi kode verifikasi dikirim ke email dan tidak ada sama sekali kode yang dikirim, sudah 3 hari seperti itu, tolong ubah kode verifikasi nya ke nomor handphone melalui SMS saja, jangan melalui email",Rezky Ikrammullah,1
Mantap,andra libra,5
Jam Mubarak,Izam Mubaroq,3
"Untuk keperluan teran saksi,mudah ,cepat",Rasman miing,5
ribet,Bima saputra,1
Masak gak bisa masuk aplikasi,Fajar Kurniawan,2
👍,Silo Sasilo,5
"Saya transfer dari bank ke linkaja, status sukses dan saldo terpotong, tapi kok gak ada masuk di linkaja. Ini gimana solusinya. Gak ada yg bisa dinhubungi. Di live chat pun hanya bot",Farel Abrisam,2
Pantes retingnya jelek sikap cs nya ga proporsional...susah komunikasi sama cs alesan menangani castamer lain emang seberapa banyak pemakai link aja.sampai² mengabaikan castamer yg lain...w mau narik data w yg udh ad sayang kalo bikin akun dgn no yg berbeda,Shye Aqiladk,1
Aplikasi ribet.mau ganti imel aja ssh bnget udh satu th pdhl,Hartono Tono,1
Ini kedua kalinya ngirim uang gk masuk lewat briva linkaja...live chat nya robot nyambungkan ke agen nya gk bisa....pdahal udah lama pakai linkaja dari jaman tcash,PL habau,1
Minta upgrade padahal butuh sekarang juga. Buruk sekali kamu,أحمد الأندونيسي,1
Aplikasi aneh gk ada live chat ny,Hafidzurahman,1
B Good,Sahdam,4
"Mantap aplikasi ini,isi saldo Emonet langsung terisi.gk seperti aplikasi sebelah,top up saldo kepotong tp gk masuk.terima kasih linkAja.",Adi Putra5050L,5
Kenapa saya tidaj bisa dwonlod lagi aplikasi linkaja,Apri Yansyah,1
"Saya isi pulsa utk hp saya sendiri tapi tidak masuk padahal diriwayat ada pemberitahuan sukses dan tidak salah no hp,bagaimana ini??? Apakah pulsanya bs kembali??? Sy sngat kecewa..😠😡",Poppy Aprelesi,1
"Susah dibuka, padahal kuota banyak sinyal penuh, ganti pakai wifi juga berat dibuka, padahal aplikasi lain lancar semua.",AGHNIA SHOP,1
"Terlalu slow respon dan susah di hubungi ,menyesal sudah transaksi pakai apk ini top up 1,2 entah duitnya kemana masuk juga kaga",Obiie Bakhtiar,1
"Aplikasi binatang/babi ,,ga guna .. bikin ribet",Nafisa Cell,1
Ga bisa buat bayar tagihan baf ato lainnya ..kurang komplit,bambang yuli pamungkas,4
Saya baru pakai link aja,Tuti Maryati,5
Mulai korupsi link hari ini beli data terkirim 2 kali tp yg masuk 1 gimana ini kelanjutannya uang kesedot data tetap segitu payah.,Andysitohang Sitohang,1
Hubungi live chat berkali2 gak tersambung. Kirim email di suruh ke livr chat. Layanan keuangan kayak gini mau maju????? Mending tutup ajah apk mu,Bagus Abrianto,1
"Case topup pending via mbanking, transaksi bank berhasil dan saldo kepotong",SQUAD KRISNA,1
"Bayar ecommerce lewat virtual account link aja, system internal error terus yang muncul. Kurang respek jadinya sama aplikasi link aja",Pengguna Google,1
Top.....👍👍👍,Wakk “Wakiyo” Iyoo,5
Sangat bagus,Windy Permata (Suges),5
Bagus 👍,Muhammad Rohid,5
Sekali saya poto ktp di bilang buram udah berkali kali saya poto ktp tetap tidak bisa apakah ada cara lain selain poto ktp,Farmin Alonso,4
saya ga bisa daftar,Darwin Sianturi,1
Kenapa akun saya terblokir dan gak bisa lagi di buka.... Dan tidak ada alasan yang betul,Bg manik,1
Tidak bisa buat pembayaran di toped...errorrrrrr,Teguh Corner,2
Masih agak bingung,Pilot Darat82,5
Dari kemarin proses upgrade premium belum diproses sampai sekarang,Rangga Mda,1
Lama sekali mau update biar bisa kirim uang,Irham Syah,1
Proses verifikasi nya lamaa mana ada saldonya lagi percepat donggg;(,Muhamad Alfian,1
Good.. Good... Good,Achmad Nurjamil,5
Tidak berfungsi di hp saya,aktif Tv 17,5
Beli kuota jadi lelet,Kurniawansyah,3
Ganti nomor HP saja sangat sulit... Akhirnya uninstall selama2ny,MARGANA,1
Good àpp,sipil project pieto73,5
Maaf kasih bintang 1. Tanggal 08/09/2024 sya melakukan transaksi di ck mnggunakan metode qris by link. Tpi malah pending. Sya sudah melakukan pelaporam tpi smpai skrang blum ada pengembalian dana. Meskipun cuman 25ribu tpi itu berharga. Makasih,Bangg Jeff,1
Mantaf,Rohmanto Rohmanto,5
Susah verifikasi masa aku yg verifikasi tapi kode Verifikasi nya dikirim ke email org,Nissa 88,1
"Aplikasi apa si ini, mau upgrade aja susah banget, pake segala foto asli ga sama kaya KTP lah situ kira muka orang kaga ada yg berubah apa, bayar virtual rekening juga ga bisa ... Chat agen aja lama nya kaya apa tau cuma sedikit doang apa cs agennya... Tolong diperbaiki ya sistem nya",Fadma Nugraheni,1
mantap..👍👍👍,KHOIRUL MUKHLISON,5
ok,Norman Selwo,5
"Jangan pake apk ini saya menarik uang tapi tidak kelur uang nya / struk transaksi nya tapi saldo kepong dan blm kembali"" juga pelanyanan cs nya gak ada respon sama sekali",ihounee,1
"Mw reset pin tapi lupa email sumpah ini emang gk ada jalan lain ya, misalnya kode dari nomor, tidak ada jalan sma sekali",ARF Official,1
Sy coba kirim uang ke bank mana saldo di link berkurang tp tdk msk kerek.bank sy sy cb tny melalui apl.sy maunya tny melalui telp bkn dr apl.,martha vera,2
"Isi saldo e money via link aja, tercatat sukses, dilakukan update saldo e money tapi saldo tidak bertambah, diajukan klaim kata sistem link aja transaksi sukses, padahal saldo di e money tidak bertambah, Alhamdulillah setelah di klaim, dana kembali ke akun.",YUDHI gusfiandi,5
"WOI ANJ , LIVE CHAT NYA KENAPA GA BISA DI HUBUNGKAN KE CUSTOMER SERVICE ??? JAWABANNYA TEMPLATE !! PENGADUAN DARI TANGGAL 4 SEPTEMBER DI SURUH TUNGGU 14 HARI KERJA SAMPAI SKRG MASIH PENDING TRANSAKSINYA !! GAUSAH JADI MALING WOII!!!! DI TLP GABISA DI EMAIL SUDAH TIDAK BERLAKU TOL",Santi Rahmawati,1
Good,Iqbal Yuni,5
mau masuk applikasi aja susah udah bolak balek pake data dan wi-fi tetep aja cuman keluar gambar link aja berjam jam. Udah di restart masih tetep sama . Link aja? g,Human Of Surabaya,1
"Belanja dan top up dengan link aja sering pending, saldo sudah terpotong tp tidak belanja tidak masuk juga, 2 minggu setelahnya di pending juga terhapus sementara dari call center tidak bisa mangatasi keluhan pelanggan disarankan livechat yang tidak pernah bisa terhubung, sudah 2 kali mengalami hal ini, kemana larinya uang saya? Tolong pertanggung jawabnya",Zentra Mr,1
LUAR BIASA UNTUK RESPON LIVE CHAT NYA. MENUNGGU DI JAWAB AGENT HAMPIR 20 MENIT. DAN BGTU SUDAH TERHUBUNG DENGAN AGENT TIDAK D RESPON 2 CHAT SAYA. SYA MENUNGGU SLAMA 20 MENIT LAGI. SAMPAI OBROLAN DI AKHIRI SECARA SEPIHAK OLEH SYSTEM. SUNGGUH PELAYANAN YG SANGAT LUAR BIASA,sri maspuri,1
buat access untuk topup dana dong biar mudah terimakasih,Owxynn,5
Mempermudah segala urusan,Pengguna Google,5
Ada saldo 2.7juta ga bisa ganti nomor padahal sudah fullservice..,adiekasaputra,1
Aplikasi bangsar mau ngisi my Pertamina jadi susah top up susah masuk,Rocket Mail,1
Bagus,Kristina Maria,5
Good,Fatiya Aulia,4
Susah nya masuk.livechat pengeng minta bantuan..kenpa linkaja,Ruji Ansyah,3
Super,Zakaria Akbar,5
"Tolong dibantu bagaimana proses ganti nomor linkaja karena nomor sebelum nya terblokir mau ganti yang baru, fitur live chat tidak berguna bisa buat fitur call center jg biar bantuan nya lebih cepat",Arief A Nur,3
"Tolong dong respon kalau saya tu mau konsul, dari kemaren suruh upgrade terus udah di upgrade disuruh ulang lagi, duit ku ada didalam situ, kembalikan duit ku!!",Yulimay Serlin,1
Good,munawar ss,5
Cakeeep,Enjum Rohayadi,5
"Gabisa daftarin kartu di wallet ini. Sedih banget, semoga ada update lagi sehingga bisa nyaingin wallet biru 😁🙏 Pembayaran bisa pakai kartu lewat QRIS nya",Syafiq Rizqullah,1
"topup emoney mandiri gak masuk saldo, komplain susah CSnya, email gak aktif parah ini aplikasi lumayan 100ribu, tolong dikembalikan dan diperbaiki layanan CSnya selalu....... Hai Sobat LinkAja! Terima kasih telah memilih layanan Live Chat LinkAja. Saat ini agent kami sedang menangani Sobat LinkAja lainnya, mohon untuk menunggu. sampai kapan menunggu....",pede mr,3
Bagus banget gak kaya sebelah,Riko Andrian23,5
"Hallo admin tolong bantu saya. Saya abis TF dari bank ke linkaja saya, tapi saldo linkaja saya belum bertambah tapi saldo di bank saya sudah berkurang. Mohon dibantu admin 🙏🏻",Astrini,2
ok,Warno Heng,4
Masa pas masukin pun keblokir sih padahal benar aneh 🤔🤔🤔,Gilang Apriansyah,1
Keren.. sangat membantu ... 👍👍👍,Junaidi Rahman,5
aplikasi ini sangat murah dan sangat bagus untuk di gunakan,inggrid mamentu,5
aplikasi pembodohan tidak ada CS maupun otoritasnya,nanang aji,1
"nyesel simpan di linkaja, pas ditarik harus upgrade berikut susah berhasil fervikasinya, nyesel nyesel, rumit lebih baik ewallet yg lain ato simpen bank puguh puguh tarik atm 👎👎👎👎👎",Hafidh Akhyaar,1
"Saya mengisi saldo 500ribu status berhasil, namun tidak masuk di akun linkaja . Dan saya tidak bisa chat dengan agen..bagaimana solusinya ?",Adi Nurahmat,1
"Sudah 3x saldo yg terpending tidak dikembalikan ke dompet, langsung DITILEP.",Dae Beo,1
"Awal"" saya pakai lancar sih, tapi skarang metode pembayarannya di pending lama banget, udah seminggu status pembayarannya Masi di pending😭 Yg harusnya aku bayar pake Qris, malah ga jdi terpaksa ngambil cash. Dan untuk CS-nya, mohon di ubah tata cara chatnya jangan di klik"" doang Harusnya dikasih buat ngetik, biar bisa tau apa kendala spesifiknya🙏🙏",Rivzal Djailani,2
"Terimakasih sudah di bantu permintaan sesuai request kak, semoga kedepan jadi yang terbaik ya",Diyah Vaizun,5
terbaik,Armin Aco,1
Najis aplikasi BUMD ga ada yg bener.,Tommy Rinaldi,1
ok,My Light,5
"Aplikasi ga guna, mau ganti login nomer lain tidak boleh. Hak orang malah di batasi. Saya tidak ambil uang kalian. HP cuma 1,mau login di mana lagi. Di kira orang kaya yang punya banyak hp.",dedy setya widana,1
Kenapa pembukaan paylater saya selalu gagal??? Ini sangat mengecewakan data diri lengkap semua padahal!!!!,Kambing Holiday,1
Kenapa upgrade ke full servis saya lama banget,Prapty 95,1
Tidak membantu menyelesaikan masalah akun,Tasdik Ismail,1
Selalu buat isi e toll bermasala teruss,WATUM SUPIR,1
Apk Sampahh ga jelas top emoney gak masuk2 sudh 2 hari mau komplain ke cs ga jelas susah di hubungi,NMA,1
Apk gk jelasssss..,ka ridwan,1
"Mau refund susah betul, harus live chat, tapi slow respon.. Lama di tunggu gak di respon.. Tahu tahu.. Jaringan di putus..",giyarto giik,1
"Pending pulsa dari tgl 03 okt'24. Live chat katanya diminta nunggu 1x24 jam. Ini udah 4x24 jam pulsa belum juga masuk. Mulai live chat dari 06.05 - 06.30 (25 menit) alesan masih sama agent sibuk. Ini mau live chat lagi nunggunya udah setengah jam belum nyambung juga. Emang cs nya cuma 1 biji suruh nunggu gantian? Kembaliin pulsanya. Cs/ agent nya PEMALAS. belum juga nyambung tiba2 ""SYSTEM MENGAKHIRI PERCAKAPAN"". menghubungi call center jaringan sibuk. Tidak terima komplain ya?",Mama Nur,1
kak saya mau pindahin saldo link aja yg di akun lama ke akun baru,Ajajajs Hashsh,3
Keren lebih keren klo udah bisa topup di gerai² alfamart indomaret bintang 4 dulu dah klo sudah bisa isi saldo di alfamart alfamidi ta kasi 5 bintang,Robi Abdulah,4
Kenapa mau transfer uang tidak bisa ya,Fuat Prasetio,3
